public_reference,vehicle_make,vehicle_model,imageId,method,Family_Car_Score
202411136248779,BMW,2 Series Gran Tourer,9c56e71135884b6d9f613c40d002446c,fuzzy,0.6997753516823334
202410285700494,Chrysler,Grand Voyager,e04b1bdbd85b402b8d6cf00916ad5808,fuzzy,0.6972391648793929
202410034800993,Nissan,Qashqai+2,de02f466e0b54e14b53e5dd3bc319d77,fuzzy,0.6991758610077506
202412047008301,Nissan,Qashqai+2,d921838747f74213a7b827054437b971,fuzzy,0.5504258706525094
202411055989830,Vauxhall,Combo Life,87c22b6f2bd0494e89c6a1b4226fa280,fuzzy,0.6997024399406784
202410295713941,Mitsubishi,Outlander,193037e86d01440788fbea8af7d42f23,fuzzy,0.6064074592609838
202411055987133,Volkswagen,Touran,9b0b68b9be334b73b9eb98f409c587ad,fuzzy,0.6994603814343034
202412137261087,Land Rover,Defender 130,f6b15d96b8d44d9995286541b043f94c,fuzzy,0.6950000002778095
202411226614747,Citroen,Grand C4 Picasso,f681cec9c41f484e8e82cd04e7d7df7d,fuzzy,0.6997468757904945
202412127213187,Audi,SQ7,5fa0090f4dd748f3b5ec00fdea25f7cc,fuzzy,0.6993085458341207
202401195706556,Genesis,GV80,76cc45d97b434e5ea0a103d19df61c8a,fuzzy,0.6987068153377745
202410285677401,BMW,X7,0a8b1cfeb24d4ea89d705968f78362d2,fuzzy,0.6972391648793929
202412187396049,Ford,Grand C-Max,87685f31d45c44d69abc4e229ef4093b,fuzzy,0.6442587715379883
202410044851941,Mercedes-Benz,R Class,42291776158940f9af3d66a0523da0b5,fuzzy,0.6995778006845927
202412057025960,Mercedes-Benz,GL Class,75fd44d920054204873ce1c65eb4466d,fuzzy,0.6996110394746315
202410014689575,Mercedes-Benz,GLE,524ae77dafa34e47b9f49a4da5106837,fuzzy,0.699804982289614
202408243240435,Kia,Sorento,1dfda9e9c9c14b4daced8e68bd64aedc,fuzzy,0.6998196480259519
202412117191483,BMW,2 Series Gran Tourer,a56d66b0fbe543029ebe1bc9dd0db41f,fuzzy,0.6997753516823334
202412046981848,Mercedes-Benz,R Class,e91c850de6ce48358ce73a980cebc599,fuzzy,0.6991758610077506
202403087351580,BMW,2 Series Gran Tourer,d457591839224515994302d9e490a90f,fuzzy,0.6995208509099587
202401275957360,BMW,2 Series Gran Tourer,1c81a839bfcf40818e2e2ad7cac55d89,fuzzy,0.6995208509099587
202412107161774,Peugeot,5008,45fd1b4a581246f69b49668460fccdae,fuzzy,0.6950000340095097
