public_reference,vehicle_make,vehicle_model,imageId,method,Sport_Car_Score,Taxonomy_body_type
202410285677426,Porsche,911,c973e2de7e764e4fbd92af8bfc994c3c,fuzzy,0.5471560991702304,Coupe
202411196456062,TVR,Chimaera,a6b61b76c1dc4c1d9add7e48804f9c6b,fuzzy,0.6129881285936485,Convertible
202409093838290,BMW,Z4,625ffefc0bd045bca3fcad8ee9986c35,fuzzy,0.6519046450677131,Convertible
202412077089079,Jaguar,F-Type,3603ec74a7bb4fad9a409f91edec8395,fuzzy,0.7269218802218063,Coupe
202410305752683,Porsche,911,aed0d1de2c4047b48c963bea0facbd9e,fuzzy,0.7621602562113929,Coupe
202406180857556,Porsche,Cayman,79b3f9d7812f4f8bb7888d8971baf020,fuzzy,0.6121756449488231,Coupe
202410044815501,Porsche,Boxster,28ab80b680e0438c840d46920aa30bdc,fuzzy,0.6337391706900646,Convertible
202411266752256,Ferrari,F12 tdf,93ba8bbd682048eead34ca6a196bb2ab,fuzzy,0.7091951563415748,Coupe
202410245547072,Nissan,370 Z,a55ea264afc2465e9d4f9f43e4c93ba2,fuzzy,0.5668119680977504,Coupe
202308311388125,Porsche,911,ae969fa0f6494c8f947d6adde7a915a1,fuzzy,0.688405550719301,Convertible
202411055965332,Porsche,911,6ee01b723b74432a970ec0f062c7ab13,fuzzy,0.7263964509934002,Coupe
202412046986111,Lotus,Esprit,d88836fb2ecd4dc3b6780513c70c8e86,fuzzy,0.7257087020921252,Coupe
202409053688814,Aston Martin,DB12,a599c68723214ac1a52bd726d8e68a25,fuzzy,0.6745629250202001,Coupe
202412097120138,Porsche,911,ed0318ebd4c64b82a11b71127a538038,fuzzy,0.6121756449488231,Coupe
202411156333805,Ferrari,California,516ac03de7ba46f3ae0eefefbc4b8adb,fuzzy,0.7275075128195052,Convertible
202409304663265,Mercedes-Benz,SLC,8d4c0dd2c23343478e99912bd98d4127,fuzzy,0.6632700819528264,Convertible
202406060485779,Porsche,911,0594120e55ea434da390b2c4fab005c9,fuzzy,0.7615855424908713,Coupe
202408283370956,Jaguar,F-Type,c0d43b074ed34588a7e4fb37517db76a,fuzzy,0.6154805563794836,Convertible
202410235503238,Porsche,Cayman,3787b1c92e9b439f81ef92223d6b699f,fuzzy,0.6975697072417275,Coupe
202501037695943,Aston Martin,Vantage,8bf90ba467a847e2b3b7ba67262799f5,fuzzy,0.7196034691463339,Coupe
202412026930700,Ferrari,296 GTB,9746fc184b134795b6979b3749308640,fuzzy,0.533462274432637,Coupe
202412147275302,Porsche,911,8d0ce493bdae490da03103f5df27b980,fuzzy,0.6786016315865367,Convertible
202205246050807,Noble,M12,703b5e509655406595ec81942e19cc46,fuzzy,0.7542118963727387,Coupe
202403308123889,Jaguar,F-Type,1fddb0dc09b941ed91418bcff8b94a91,fuzzy,0.7667336037675059,Convertible
202405290190972,Porsche,911,eacf68c62ca64726a9c381f26a450953,fuzzy,0.7439754315688872,Coupe
202312285087983,Mercedes-Benz,SL,30445f28769d44698bc8cd43a64e7e5d,fuzzy,0.5833393942150595,Convertible
202407262187505,Jaguar,F-Type,b6178fb5083641e69785012b9f9fd503,fuzzy,0.6310735522606064,Coupe
202408012436529,Porsche,911,783a0b84443741b09903a4e8f2ab8b29,fuzzy,0.6121756449488231,Convertible
202412107165555,Ferrari,488,5ae1509485ac46d9a6df84a38fa1fc74,fuzzy,0.7268291916783679,Convertible
202410095015619,McLaren,720S,6229302e554445f68033becf1cc17532,fuzzy,0.686424822363179,Convertible
202408293418538,Lamborghini,Aventador,db849a75ba8c42be95f8b8f9b8e03567,fuzzy,0.686424822363179,Coupe
202501047726706,Jaguar,F-Type,3ae36e090266482c9fd1858ddefdfb15,fuzzy,0.5683385464237172,Coupe
202411236653895,Mazda,RX-7,46f2119107d84ea6b9e834b1188faead,fuzzy,0.5914609531084346,Coupe
202411306888798,Jaguar,XKR,fe8e57cf26a44a51a95ed8d36b63e104,fuzzy,0.5802975702470061,Convertible
202410225489027,Lotus,Elise,1dd63a4ee5304ea68ce8b0154e3fbce4,fuzzy,0.7601512477344331,Convertible
202406180875645,Porsche,911,d2d032227b14405bb96e0a8843526ed6,fuzzy,0.7136076408157062,Convertible
202501077792382,Porsche,911,a460d8fe436b4cd685234f3907cb90b0,fuzzy,0.7182115835604787,Coupe
202408193048594,Porsche,911,682fc03888794a96b0b34fd6c5b3ff87,fuzzy,0.7568092073614675,Coupe
202408092710027,Porsche,911,f815f9f370254751a59e4f4587061c4c,fuzzy,0.7180408677005468,Coupe
202411196436754,Jaguar,F-Type,880827695c9a4eca8b5abd7ad500150f,fuzzy,0.7451902730784455,Coupe
202408303446945,Porsche,911,561569e8a80548aa86c9a9f31ae775b5,fuzzy,0.6846892353836964,Coupe
202408313504125,Porsche,911,1f9b9defee274aa4bd1622f2d2195b76,fuzzy,0.7136076408157062,Convertible
202410305755550,Maserati,Coupe,fe67466bc0434e458063d84f0d2fdf06,fuzzy,0.6476137768753653,Coupe
202412107156931,Nissan,370 Z,529f29e384784e619d3fc37eae35f40c,fuzzy,0.5668119680977504,Coupe
202501077806311,Porsche,911,cbc79477214d4144a46a8092cb83e584,fuzzy,0.7653533649705626,Coupe
202410165276671,Porsche,911,eddebd1a01bd4306becdb6a7bc94c26c,fuzzy,0.7568092073614675,Coupe
202405039333200,Porsche,Cayman,beafca6ce8f14070a800cd279b633ba1,fuzzy,0.6241664992143771,Coupe
202410135156830,TVR,Tamora,4f5b8c8f5568413ba75806a64000c35d,fuzzy,0.7075151130586255,Convertible
202501077797957,Porsche,911,7c11275d0f41423f9804230b886b88dd,fuzzy,0.7497512352827918,Coupe
202412026920196,Lotus,Emira,0f62097e0e8e49fba23f3fb5b594bd08,fuzzy,0.7610473299957795,Coupe
202407181914579,Alfa Romeo,4C,f475cc1e2bcb488b9b19b83d4663e6fa,fuzzy,0.7419428506364817,Convertible
202410245561252,Mercedes-Benz,SL,ecd6aed4ccc84bd5be5ddc9a958b43f5,fuzzy,0.5833393942150595,Convertible
202411276791104,Jaguar,F-Type,5332757af56c4507a6e80629a86cdde5,fuzzy,0.6880437582272877,Coupe
202412237495915,Aston Martin,Vantage,4f81d11d65004d15a890a7169ee0da8c,fuzzy,0.7196034691463339,Coupe
202409123959023,Mercedes-Benz,AMG GT,78951a5d683f46b9ba4250082968f716,fuzzy,0.7675840502263638,Coupe
202410044827874,Aston Martin,Vantage,a06f3a4f4a4741b0bfbd6b194e27cdc1,fuzzy,0.720113534330194,Convertible
202407181918639,Jaguar,F-Type,b76958a4340743bd98599a3eac0e1702,fuzzy,0.6396482286300951,Convertible
202412137265765,Porsche,911,69088657791c438e9340f33a4318ef5d,fuzzy,0.7572915635702284,Convertible
202402146571599,Jaguar,F-Type,f57b99c96ea74bb78835e5946826e32c,fuzzy,0.6513697900983818,Convertible
202412237501372,Porsche,718 Spyder,b6f97a23d58746ccba4613732bb46326,fuzzy,0.7460829200075764,Convertible
202412237490250,Porsche,Cayman,9665351b473343f0808701b3226e0a58,fuzzy,0.5524267317359876,Coupe
202412107161664,BMW,i8,615ae142328e4c7285c1c9d8baf8eadc,fuzzy,0.694850791151659,Coupe
202410315794181,Porsche,911,456ba74a2be9418f9979c6319776b0a9,fuzzy,0.6702991469124723,Coupe
202409063740772,Ferrari,Portofino M,9af24490fab74b49af17118fb599c86c,fuzzy,0.7502094046732533,Convertible
202410145194016,BMW,Z4,64058a9d47644dd9ac73287f5ee66ad7,fuzzy,0.6847903364064235,Convertible
202410185335947,Morgan,Plus Six,956c0907dec947d7b427a9231e476b53,fuzzy,0.729329121670813,Convertible
202412247521145,Porsche,911,fa0e291cab3848e1b66c43d8ac9c428e,fuzzy,0.5942342250163608,Coupe
202411116172215,Jaguar,F-Type,8034f2cb10a04e849daa5bb52768ee52,fuzzy,0.6513697900983818,Convertible
202408303455971,Aston Martin,Vantage,298c71ea438d4e8882113cae88537a20,fuzzy,0.7266170968180388,Coupe
202409244386518,Audi,TT RS,ce40e238ea3443d989bf6ebe900bb3a0,fuzzy,0.5528695153150066,Convertible
202411296856459,Alpine,A110,3aec64e118dd4e8ab180b696a31e97d8,fuzzy,0.7133970131977112,Coupe
202407262175573,Ferrari,488,d941ce0a069b4d768423b3916a26b6b7,fuzzy,0.7268291916783679,Coupe
202407171866427,BMW,Z4,af202544827f45dc9662d0bbb46970c3,fuzzy,0.6519046450677131,Convertible
202411206521874,Audi,RS5,5acb756d8a8f416e843e4db44252e89c,fuzzy,0.5734415843921856,Coupe
202404028212885,Audi,TT RS,f8507f4547d54c069a54c29be7b41a80,fuzzy,0.5201796475091593,Convertible
202411296863049,Audi,R8,9e2ac175513c4b11b855c1dd859acbb7,fuzzy,0.7574337086565034,Convertible
202307139616615,Porsche,911,8cc181afad634c04b77e74672aa185cf,fuzzy,0.7243454466402156,Coupe
202411236660295,Porsche,911,9eca68964823407193c0058b928efba9,fuzzy,0.7240403429223302,Convertible
202412287580730,Aston Martin,DB9,e26f162487de4042a7e1cbc1fc482152,fuzzy,0.6830765182697065,Coupe
202406130725028,Aston Martin,Vantage,1084c1b757ef49da8087b3513c2bf877,fuzzy,0.7572511080994344,Coupe
202410255595917,Porsche,911,361c6f3ecf2444a5a8827586ce8f0a71,fuzzy,0.6093512090258616,Coupe
202411216574052,Aston Martin,DBS,7c421028ba054581b865dfc17d174109,fuzzy,0.5451356066499154,Coupe
202411306875876,Aston Martin,Vanquish,c2c99d0b4dc94a06aecbc64bccac4e08,fuzzy,0.7385917533240018,Coupe
202307199836331,Porsche,Boxster,24a460100fbf4ceabefd85fa80eb4fa7,fuzzy,0.615666974405104,Convertible
202404178733918,Aston Martin,Vanquish,8af6106b41d44080b376436aafc233aa,fuzzy,0.6347329849174507,Convertible
202409264457453,Porsche,911,f5e0db043d644aebbbf34860a92d82cb,fuzzy,0.7226010580189707,Coupe
202501067770940,Porsche,911,6b7029415f154144b9ddacdeecede91f,fuzzy,0.5968339552625278,Convertible
202410305771968,Audi,R8,0fe182eaa63244ffafb37fcbc4e3c709,fuzzy,0.7375329281407014,Coupe
202412077084492,Porsche,Boxster,5e4066f64d34419d8125e0421828f399,fuzzy,0.6742060342996528,Convertible
202404238950983,Porsche,Boxster,ac8d0b6c40b44d74aeb07cc199ec7d38,fuzzy,0.6445743883360295,Convertible
202408273319856,Audi,TT RS,c381325508be4912b82e0a2707597ddd,fuzzy,0.6882018946582894,Coupe
202307129564403,Porsche,718 Cayman,41038a97dc194027887b6c9b6821d5c9,fuzzy,0.6489506403406973,Coupe
202410165273062,Aston Martin,Vantage,74805a9158754739803d6412441e226d,fuzzy,0.7332424365198856,Coupe
202408102753822,Porsche,718 Boxster,37359fb5863941dcb9a418a1acdbfe90,fuzzy,0.6926690415388062,Convertible
202412167316556,Mercedes-Benz,SL,d7b1cae665a2450889cfd5b11494bbed,fuzzy,0.6218668980238184,Convertible
202210140726667,Lamborghini,Huracan,e422e9f20c594c06b067bc756502f96c,fuzzy,0.7618621154279757,Convertible
202402126488546,Jaguar,F-Type,bfd2a24c30104b3aa621eff1eb4f13aa,fuzzy,0.6431983643725743,Coupe
202408213119740,Aston Martin,DB11,bac02034fde54f0ca515b04ae6bc6b07,fuzzy,0.731579811259576,Coupe
202410105044894,Ferrari,F355,eb6360faab624c3ab062a55ed6571e82,fuzzy,0.7469819793769586,Coupe
202311304434613,Alpine,A110,bd9862981a8b4b31bb00498433c35fb9,fuzzy,0.726449348995844,Coupe
202401115450134,Mercedes-Benz,SLK,e52d20a5ef7b4ebf8c7656c3a8553ec4,fuzzy,0.6402103319261522,Convertible
202412247518349,Audi,TT RS,7c7b6429458c4103ac2b7ae5c27ec104,fuzzy,0.5669103937405204,Coupe
202310273398741,Porsche,911,159384ddf2e24b8ba5f6aab2b48f1742,fuzzy,0.6121756449488231,Convertible
202211031331789,Aston Martin,Vantage,e2865a16412b4a799f4cb1b9215b3e05,fuzzy,0.7568721355952004,Coupe
202411066019156,Jaguar,F-Type,072083da497644cd986a833dee383338,fuzzy,0.6310735522606064,Coupe
202501047721061,BMW,Z4,b6f4dd93cd7b4f67a12d2c7fa5153c70,fuzzy,0.502085289600338,Convertible
202409144025105,Porsche,Boxster,ae3f5b871cc943668cab5e8f0a41534d,fuzzy,0.7385323533447776,Convertible
202412237504897,Porsche,911,fdbc7a7d8ed047b48033559015129b52,fuzzy,0.7618621154279757,Coupe
202410245541873,McLaren,765LT,49590ad62dab4d3a8b529d9635020c58,fuzzy,0.6571556246586607,Coupe
202411206509261,Porsche,Boxster,87639dab3f4d4a4c870223439b732c72,fuzzy,0.502085289600338,Convertible
202409264531583,Mercedes-Benz,AMG GT,42e6c07d1f03429c89bc030b75266905,fuzzy,0.7610726945760304,Coupe
202403227854588,Jaguar,XKR,5ba63d45c27546f6a5607c7830393a00,fuzzy,0.5914609531084346,Convertible
202410014725121,Lotus,Elise,fead8a196e8a4857a194bc46f241fbaa,fuzzy,0.7682816359919182,Convertible
202410285684440,Porsche,911,409b2520f56646928248a51408640d0b,fuzzy,0.502085289600338,Convertible
202405229981037,Porsche,911,54a26176358744288916efa8c548be01,fuzzy,0.7094366070859056,Convertible
202408102753241,Jaguar,XK,b3f27bd51df84f0489e37fa9758e4901,fuzzy,0.5530777394898703,Coupe
202411076049097,Porsche,718 Boxster,478edd881a4b4111af23914f6dc5a21f,fuzzy,0.7186527180074509,Convertible
202408162952049,Lotus,Emira,f77a29de44714352b1343b1e066fd55e,fuzzy,0.7610473299957795,Coupe
202410165240896,Porsche,911,431c4044780b4ddc814a512dd5e74ff8,fuzzy,0.7159519948200234,Convertible
202307260097589,Mercedes-Benz,AMG GT,85417fb3171549bc83e291945031cbec,fuzzy,0.7517248886750977,Coupe
202309202193037,TVR,Cerbera,5b6f2c85e03e4059a7a1b2cfc6fde4d0,fuzzy,0.6929548745037374,Coupe
202412097127601,Ferrari,812 Competizione,2c636267004f414d9f1418d17b5fafd0,fuzzy,0.7091951563415748,Coupe
202409144033993,Maserati,Granturismo,6601f91790684b3e8d9d55ad29e53f74,fuzzy,0.5317698331175736,Coupe
202501047735472,Porsche,911,c3283c5f134f419a8de87cad599db460,fuzzy,0.7568092073614675,Coupe
202409043635308,Porsche,Cayman,84388a10b0354642b10366299b243442,fuzzy,0.5910511561031518,Coupe
202412127219392,Lotus,Elise,4ca545409745414797fea0b05d574bc5,fuzzy,0.7610885681802394,Convertible
