vehicle_standard_make,vehicle_standard_model,derivative_id,imageId
Lexus,IS,69a14114a444cd866affbad40f1a4afb,5a5aa853a59b47ac81513b6c3233b76d
Lexus,LBX,091ad2c52dff4a399201574f11204b43,4c55bf1f84f3476bb4c486c85cd401f5
Lexus,UX,8e96d14492cb40a7a637f4b6a4594e50,c4e1360d35a4475bbc3fadaf67a97cd6
MG,GS,d99783a20c5d4a37928f5dd6deb3a2a5,b9d4c9a9ad78460dbd1c13576cabc895
MG,MG ZS,97baafa09e6e4d978744d39662a61713,7b36ee69465748ec9e16e54e58e7486c
MG,MG3,0db03e17103941a1b7be60565a94b6ca,40a2e86d11b24494a24d3437f16ee139
MG,MG4,a89e34e766154ae4830771c2582e624e,c40995e6ed714e6c804f545adf8bcebb
MG,MG5,ff4e956904784b03b6da6ebd5cb09de0,0f3cf569764a4765b288207b4586f39e
MG,MG6,a2883d9855cc484eb72cb9fdcba9a77a,3327ec6c22394c138b1f9109d587c1b5
MINI,Clubman,b673b43be9084cbb9377ae8031809e11,da2f548050d2426bb401bcfb208552be
MINI,Cooper,cb2300f982194cbabccfae0618b0ac92,e0100dd926094a929797f6ee6e4e9258
MINI,Countryman,ce47523c70b14109b86f40675ef9f9b1,b646aea9a7a949a9848be3e0732986f7
MINI,Electric Hatch,8f9afc48398a4e57bb8679bdbfad627d,24582b16c7b84f27b28c663a3f73edc9
MINI,Hatch,73717cf456884a25ad31f080a7dc53bb,65bef736b2cf4eefac41f8c64dfd75f5
MINI,Paceman,90d07a70b190444482dafb5a22b25807,28cf9a0e457046ec874ba158a6e35acc
Mazda,CX-3,b7592a4187044e9eb808477ad34e4aa2,59d5a190fbe34468b88b9ffe9464440e
Mazda,CX-30,511e569f17bb49cd9af1ac2d135397aa,281063cee41e461f930a4c91232cc59d
Mazda,MX-30,defedd7dba8d46e3b8af6c08718cbc47,704051e884ce417aa0a2b4c5faa20568
Mazda,Mazda3,204df56181044987a91bf160ab43b407,05f39c6db9fa4eb1b053578d7ef319af
Mazda,Mazda5,99afb6246eeb4f74847a028c063e858a,af3240a63df74040b62e19f946d60418
Mazda,Mazda6,f7d5e05369664df8ae8bc3d019a5eecf,6ae5d380d067441f918b10848ecde3d0
Mercedes-Benz,A Class,8344988826d544ab9a6ed1f0bcb5d172,228023acf8e640a9baab65fcccef7387
Mercedes-Benz,B Class,4c0b5856dd0f405b8217068b9b2c4970,7bd6418955ea43d8b63a31d85e99321a
Mercedes-Benz,CLA,67fc8603b5f74dcfad2bdb1de20a9f24,2cbd74aae45744c5a6ebe95fdcda1910
Mercedes-Benz,CLC Class,9cc96a216d7f445eab06a8c1d2be572e,d64b04f7e3f4434a916d42daec3b010c
Mercedes-Benz,GLA,08c36c36383a4305840274e7e9527c7d,61912acc57654295b8bf846255d720b5
Mitsubishi,ASX,81cfca26d9f44096aba99adb4205381d,045d4feaa5bd42ae8677913b37d7254f
Mitsubishi,Lancer,eb9fd2a1b1d1edd4b59618f792b930ff,68520461055541e8b6ae3dc22c05aae4
Nissan,Juke,7fd82783d7314e978d010ab2b849ff66,916bc1f670114823890c3acf54da25c7
Nissan,Leaf,36dfffa201014309ab2d12a668612a3b,29a483ad9be741ea9a4fca201ed5fa84
Nissan,Note,1fbb1b86c48941559df06ba182055083,ef5c521c58944a48ac441fa92deaddde
Nissan,Pulsar,02594f60fdc74d028886eff4751f1a3b,0e4b79243db84b8180070ca860f621f1
Nissan,Qashqai,a2526c7344a042f9a299ca268a3f5bb8,ee0f229092e84fc6befecc9a912b39fa
Omoda,OMODA 5,e6ac085d3de746ec933188a39f9e4193,8a0a682a777a4cbbb33b1ed947e898ec
Peugeot,1007,007c24f104816482df3a05b9decdb277,95dcad8519054604b4b56cc9d392b219
Peugeot,2008,41b565645a4745be9217155306424798,8aad0ef6863047e8a37a2fe0c6851b23
Peugeot,207,29a75d578927877ccaf55901fb494b09,7b17b99930c5408383e9dd8fa3052b02
Peugeot,207 SW,729f61773831f03b7b2b84161b109a0b,18903f9af25c46a7a151fc8c4fec1351
Peugeot,208,8a5c9c7fcfb24ad496e80a3471d33d96,af1481385f5c4684a08f6a2af8483731
Peugeot,3008,081fdeeae1ba4b51b8122dea6aed2563,4d056f4d54b94894b81d07d0342c080e
Peugeot,307,5e05004b3a1ebe220a4d29911696d63f,528fcdda13ef43cca803d93ad6ca6228
Peugeot,308,9a8f80bc5db74cf98a2d35fe8e64d42c,a022a274e29b4ffeaea370c410ad12ec
Peugeot,408,342a710e4e204ea38dba4c52cef3cc44,c633a01c21734788ae6fc313e1da731b
Peugeot,E-2008,e52192b6ad804784944e1a4979a60d47,1630a8ada3244f9ba197624b865f80d3
Peugeot,E-208,915e4f71a63841b8affaf5fcacdbe76a,adcb54b9546442218dc53df7a1c4896a
Peugeot,E-308,8b7196959de9407988beb8b01f7aaf1e,a99cacf724614af7bc6dbdbc8b1bc382
Renault,4 E-Tech electric,95392a5ef6584b65b5106979e8a86955,457da26313c54fa7ba2789436a19ee34
Renault,5 E-Tech electric,4c12c9b827cd410ab70f30d73ffad890,c20a1d9a2e49473e9770856965039046
Renault,Arkana,7bceb7a296ae4134b9e449b41e9fd2f9,5447b7b5b24843fda2efa1f46d6be7a4
Renault,Captur,046a36f5d5254257bd9db3dfe71597b8,59cebfca0b574f4eb49ef841024e37ff
Renault,Clio,46b06f17eabc38ead50cc70828d5d626,7310c3971fe6453ca13ac2fd7c8c85bf
Renault,Grand Modus,8c2f93d77af741b9825c9a1b63ab2b98,ca16b7e3dd4543ae966b5bc817e8e1ef
Renault,Kadjar,7f7cacce5a444634b70f36d2051b999a,df84afbd75ec4e33afb4eccda78d3a25
Renault,Megane,24dfaaed1be74d539680f6e73a957b00,555937382e6943bb8ad3a68c0e73d200
Renault,Megane E-Tech,860fd82be05148f289ace3e230ba03e9,1a9d04f70f91430e8f49c8ab00dd6d27
Renault,Scenic Xmod,f1d63669032546dfa7ac4bfc67051a7a,778955ec8dcc4afe8447b609e631f77e
Renault,Zoe,8186510418054ef786607602cb9ec880,c9deb425aece466989827c8bb15df638
SEAT,Arona,ec8373e569264ea2b0f8e76a54e57146,6be462854d114b5581c267de934e39cb
SEAT,Ateca,6db9aea7582043d48862b7b54e143846,e9dfd446b2d347d3b65083f0643c8ecd
SEAT,Ibiza,6155c45d263e4af08912b0ebd3a74283,e7fc3f6fd21c4795ad8c7300eb43705c
SEAT,Leon,eb05583952f24e87b4a608abb6e58bef,7caa0324179e4757bed82e0b22939f7d
SEAT,Toledo,0617ed7a29d045f4aeb54dd96fce3309,ffc634ed3e044299ba761ae46eba505e
Skoda,Fabia,67357a48cc9e4f5f8c73f7ab91ee8fdc,3a0933a84b8d4b21b16b35da9a26927c
Skoda,Kamiq,235968d0a20246679fbb58746c40a47f,07a79f9ac24f434faec23df9b8ac4126
Skoda,Karoq,46a8ec85bfa14520b6225b6b2fbcd634,49a0e224a55840b3b2e9b6e4a2bda2f0
Skoda,Rapid Spaceback,b0db9bc1f9f34e04af6f6baf238e59e3,53280a59868b48d6a91e62a65027ca21
Skoda,Roomster,940857d695034b0db58a43a96d2db092,14f07ea5142e409da271c278edb811bf
Skoda,Scala,4d24e2fb6a004195a94bda923b936407,06ccb49af40a47f3b410685f33ff1a0d
Skoda,Yeti,347baa5569ea4e2592169fe7bdfff5aa,d7c3121385e6404aab3765582a6adfa9
SsangYong,Tivoli,1e82ddb0644242e2bf75eaa28cbb6628,13e91f2fee814bf5b455c3a00d7fd35a
Subaru,Impreza,8e6f39f1397340b193b4cb28cb3980c8,431bdd22d0f645c08942768b5d8627bf
Subaru,Legacy,86332bdf93b1cf47997ad95bf1279db7,8b3e574a8a364a15aff36ab7ba07cc08
Subaru,WRX STI,47d7c188fe044aeba966ff91946eb9ad,8522b4ec851943ee8e8ed7a2c060e473
Subaru,XV,07922847033441fdaef947e6d063d53b,062b4b8ab0af4b71ad5ad0396a818744
Suzuki,S-Cross,8d611804a110450fb1ba95776e705d4c,3a72b0ef48e24c5fbb1597adf7fcd312
Suzuki,SX4 S-Cross,d219cb5294b04c8ca38e9d2e3950ad34,88c8926571e443adb78c44dd71a2dab3
Suzuki,Vitara,6b876fb66d374df5981b1f67fc23f804,19dd62fcd8384c56ae0995add11dcf80
Toyota,Auris,35ce459bb76644bd9b6c46b7e0f5886c,8381f83ecda149c8bb7ff551ee34170f
