vehicle_standard_make,vehicle_standard_model,derivative_id,imageId
Vauxhall,Astra,bfad61f3d34442d7abc9163fec91eee5,54dd19ac3d3c49f69393f85472533e29
Vauxhall,Astra Electric,5d5a3e8fab704bd992dd523d213a0fa2,10edce6ca12446fda5ee06d9f9a920e5
Vauxhall,Corsa,c6d8fbf8a996c431cbc44747a675f2b5,6b8fdf10ce0f4b3eb4f1a3bed7aa7853
Vauxhall,Frontera,84fb9d263e854b39a9aa3b852c4ba74c,039bf02a012d42e198bfdc401ea20b11
Vauxhall,Frontera Electric,8d09eb3cbe9b4f199bffb6b7fbde20fa,600d604ef2214901b91f00fd9c0ecca5
Vauxhall,Grandland,54c39349f2694d04b6c77bed1bf71ae5,8065e93ea9134b61b2d4b334c2f01faa
Vauxhall,Meriva,759601de4c1626a16b11c1f14c2ca174,b48f33b9a93845de90fa9253f2b65d88
Vauxhall,Mokka,9b72e94c525d4cb5963ca19a2b92c6a5,3af2b3844e344f50b3aa22ccbcddad26
Vauxhall,Mokka Electric,787e2edf259f474a81a9efc769b7bb4a,0d72060cd27a446fbb5e7206dbb0105e
Volkswagen,Beetle,79bb254e5d1940afbb841a930ccc46ac,80b5543fd33541e389773a893f9da96b
Volkswagen,Golf,ad6533d7c4cd41e9a1e2a209475e418b,6207726697a64d25ab8ed83941263809
Volkswagen,ID.3,f5ec35beb62444be8884805b61c23ada,54851ea6b7f04a4cb6fa856f5fc49225
Volkswagen,Scirocco,2dbe31578b6b474cbf924cf7a0b5d148,6cbfd0d7aad0497e840d84fe0171043e
Volkswagen,T-Cross,6f594f9e99f44ebc818fef7f03c7e5c2,38627a392cfb462381d745a6ac0f12cf
Volkswagen,T-Roc,2cdc83a677ef47de94197b4beb77611f,6207726697a64d25ab8ed83941263809
Volkswagen,Taigo,710c3e35ec4f4d2587342959f3a65881,197c3ad0b59b45cbad1cf6d0e37f2560
Volkswagen,Touran,ec1511a5888a4b4fb5958026cac3d4bd,6408ac633e5d473391ccf3aab0ea2ffd
Volkswagen,e-Golf,94be7ab3b33445bb8d683503175deed3,b9691902ba1044c8acced82cd5f5a440
Volvo,EX30,c4129bf2db6447a086c409d2b43ee8e6,147843269f8f41e78dc53561f19f3e10
Volvo,EX30 Cross Country,0327c3968bdf493a8d447d7d631b8efc,22aa87f2f99c4dcd8738ac599f040adc
Volvo,V40,dc4c541bd91f49ee927b081d7fb99166,6171c87090df4e1190223b53e1f40b3b
Volvo,V40 Cross Country,c471df8756504d9690a7a42baf95b52b,c10e3898352142de84551a7e725500dc
