vehicle_standard_make,vehicle_standard_model,derivative_id,imageId
Hyundai,IONIQ 6,1ed70c6d551848d1ae6d02ad63068eba,e3e516edefc34cc1b1cdc330c05bc386
Hyundai,IONIQ 9,0813f145b935437c869e9a9b767bc846,9e62725ba1ac4a04aa7e1f2d1ad528f1
Hyundai,Matrix,868da26c1a474ae99e7990e0e123dabd,369fd282508b43b6ae5d70c1b0c6fc3a
Hyundai,Santa Fe,b164c08b233349c2896550142c13e924,b61ab5d1d9e74472b8857a3d559a3bf7
Hyundai,Sonata,004b03ea07a92c0ade83fa1d27f0330a,e315d92b0bba40d6809e7d821a0946d4
Hyundai,TUCSON,21edc3e75f814c4e8c908c718d45a8b6,28013b75035a4ec0b7302dec234448d0
Hyundai,i40,963609e823d349b882cf44c5c1ee3e86,5984ba1de4ae4265aab3b15d90b2dc30
Hyundai,ix35,c14eb53544804bc3ad2e6d882e8b2a6d,b80a6d6cc8874471aaf53d80a8087296
Infiniti,EX,b1a442912493417ca2f8d67b8a5ae759,6450cca48bc44496b84136a87f0fa4e4
Infiniti,FX,2e11dea154f34727802e0c10f5935f9e,ad535c9939c84ee2b3adc6159f026cd7
Infiniti,M,1397da7e620f4bd2875dd606a84c3982,f0676440ceda4274bfb57cb3e2ae41d4
Infiniti,Q30,9230bea702d04260b070a5019dbd0d18,c252d7c4f7cf43d0acfe0ccbe05b9649
Infiniti,Q50,2822ed7c67cb4b8092ce494d5b14b342,f37d889ffa814e8f90cbc8845c46e8a8
Infiniti,Q70,2f1fe3ef13c94afc97c3049d82830e9a,5fcf689b5ad14f4ab071a3ebb00338f3
Infiniti,QX30,ed5909c780604386bc1247a5b4e6d4c0,e904cc21738346feb1200c5b84ba64c7
Infiniti,QX70,7bcf98758d814dd2bded9cd41e688c3f,b79f5167d4cf443c852c4c1976cbeb39
JAECOO,JAECOO 5,36f7aa73e61a4c25a765168518139b09,8e8288962815421dbd6508c1949ede60
JAECOO,JAECOO 7,26c6552b0c16417c837dcf6f0a1af54a,91623f710d3640878d2c628e84b7557b
Jaguar,E-PACE,04f6cdf122814ff69ac3574be105b3a2,8ca4cee437a249d88cc7481a1041c60a
Jaguar,F-PACE,6f2a11e516ed4472809f434e610581b8,f788d84e7f0940e98f72aef8134873d3
Jaguar,I-PACE,8b77080b4fda4b649600dd3edf8af6ee,3c8dc8e0f7cc4163bd170eeb0bedae01
Jaguar,X-Type,7597b75522a59aed91875ce33212ab9c,3978978a44494cfc8ebc2f65479d5ccc
Jaguar,XE,ba96441a14f84997ac17027fbbaee13e,208c528006aa40bb840689ff8327d0cb
Jaguar,XF,9727e43b6d5b4a8bb1a3d42f6108e613,e5c7e878dbcd423cb58bf514cba9cb39
Jaguar,XFR-S,1b5adbe508e14d6dbb592f2b65ff4775,2a5cf2690f164f2d95ed5a9eb123f947
Jaguar,XJ,98277cd51a21457bb8029f51c5b97be1,03e3ea63e30b49419bf216767b190de7
Jaguar,XJR,7a8b5a9c98f5a867ce7eba8c7f1e5746,f9c987e6096a432ba9bbb3843a57a4c3
Jeep,Cherokee,82a51cf824b3455e890a52edca10d25d,ebf3f89b708d4b02b0321b6fbf074d3b
Jeep,Compass,246b84aaf12c45bfa1392a6a49e668fe,ccff4d707a3f4e98aba6c753846efedf
Jeep,Renegade,51e217cc4aab4a1bbf611aa80042c2f7,d172677083954ce4acc8f58a9ca96073
Jeep,Wrangler,6bd1cdb944244a40a1e6216506eb07ca,5cf85f13c45a4a5a9c53c2fef429138c
KGM,Actyon,ef4753758c7b4456ad6c7091e6591f04,8cda95ff791b4065826aa12dd49f0d68
KGM,Korando e-Motion,d3f8994c3ee749628b223352fd22c24b,26aece9055f7450cbd0c9820f811995a
KGM,Rexton,c28e5005be27478989185ca58a0aae3c,87f296025d4f4cb584eab965c6b2aefc
KGM,Torres,744cc8921ad24dc6a1a5dbf7aa3d2c25,e59d82acba1b429980248a5a462fb6f8
Kia,Carens,8eb2d66d39134bef9dedd414c4003cde,694896fa12e9480c9f3a7f8be8ee69e4
Kia,Ceed,a13cec40889a430f9340de9f9b0b21de,7168355fdd15465eb4ac111ba590e410
Kia,EV6,18e7af7f1a4b4e95948969a7188cda77,ff203591f5964744a162282cc98a1bfd
Kia,EV9,ccb386d6097f41fa926fda28eb9a99d3,c6a4beb5847c43a29f3990eb14f75838
Kia,Magentis,5ba2256e4a0ae143b9ca75a7a3592ab5,3204cc6624484eb6bc5a5944108661bf
Kia,Niro,97286541f0f4432282cf1e9006e525b2,4c727625c1a44b7f884af9012e4aa536
Kia,Optima,15a2db6bff534a208b0dea3f0b53628d,ac8e7d39369e417696e62ba2b7b1f4bf
Kia,Sorento,6653a13008f948d39500a814ce61dae0,8cef9ad9f7174a5d9b8a01b473852ed2
Kia,Sportage,902c3f5a5e2c4da7aff5657a68e28466,80d973bf6a614d69b46bbc686fb486d9
Kia,Stinger,6a2239f60e0442f6afff9a269891c586,a15d1bc5de6345a4827f6e60be355d3c
LEVC,TX,298aa8ac03934ab1809d0d3fe842982f,8c6c86fd6a3e4fd3bace3ae4a12262e3
Lamborghini,Urus,481821abfbb04bcf84ea8df99d8cb4f7,5f767b81b8dc4200b5480017b75badac
Land Rover,Defender 110,8b20f94a4ee14334976aad8da287e5c7,149a7d6973c34acea12c047a4a9c3685
Land Rover,Defender 90,c9c421962e774d349dd1236ca4804f04,a8656d249fcc4e7c8ec30c8ff2c6b246
Land Rover,Discovery,4f12aeffe2224486af75c5839ca86c27,2a04f2da915a4f44a2b1bce976630ae0
Land Rover,Discovery Sport,c91bb7a291b4406688fe51c6659fa4bc,cd718cca1da249b3be309785c34f7901
Land Rover,Freelander 2,5dc6773459d44250898c5c808cf0b668,7316410b85ce43e8b8af80a422870db3
Land Rover,Range Rover Evoque,2bcf78b49aa1489d907996d122a88747,885d8ce62f6049feafa133b300586354
Land Rover,Range Rover Sport,c219543f3eba41e282fa2e96007b398e,21341955597e41de959c7e848a0fbd90
Land Rover,Range Rover Velar,0135a13fd89848668b70103792acdb03,afbb4a9e83d64d2babad721f94ea1f4d
Leapmotor,C10,5863bc8f1cb14c47a1ec8cf367a4fe8d,12357b894ca34af0b209a7ed7b7f9fc7
Lexus,ES,7833dc9c2a2641ff870788c722a8937e,002bcb6659f648d6b4129b28968e01a1
Lexus,GS,ce11e4592bc34f0486e479f6d802f2b2,1563e8b51fe743bc818e6982dc226123
Lexus,GS F,f2901e1f69344388befdc2c2c73f8f89,da50160eb8704d1bb37e2f2ca68e64e4
Lexus,IS,4da35ea9f2fa489796c8e9d5d300daac,aa48ddf37a7a480e88e3e94d0525beba
Lexus,LS,9bf184e081a54e2dbf41cb6aa1c72408,7013abcf2ce44ad5b4dc13b1003b27cc
Lexus,NX,aa0df8dcaa8e4405832895c33108bee6,2e6fd1095f724215b26e55af7acf06c6
Lexus,RX,4b33274f9c8c4c12aedce89668c60ff1,9df3a57d5199455ca4b64b2909a25dab
Lexus,RX L,b18b3ff95ffc440f939608bbc5fef6bc,fd3be571d85848c6b202d2e803e2f04f
Lexus,RZ,43d4fbe303544efd98121418a0e61803,d95b014032794acf872f78fc6c7278a0
Lexus,UX,8e96d14492cb40a7a637f4b6a4594e50,35d0a14b24b54b47b7be2265e27373f0
